id,retweets_count,favorite_count,created_at,text,lang,retweeted,followers_count,friends_count,hashtags_count,description,location,background_image_url,source
8.26E+17,441,0,31-01-2017 10:50,RT @RashtrapatiBhvn: My Government has taken many initiatives to improve the quality of life of the poor #PresidentMukherjee,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,638,0,31-01-2017 10:50,"RT @RashtrapatiBhvn: At the core of all my Govt's policies is the welfare of the garib, dalit, peedit, shoshit, vanchit, kisan, shramik &amp;yu…",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,423,0,31-01-2017 10:50,RT @RashtrapatiBhvn: Janashakti has transformed Swachh Bharat Mission into a jan-andolan #PresidentMukherjee,hi,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,485,0,31-01-2017 10:50,RT @RashtrapatiBhvn: Resilience &amp; forbearance demonstrated by countrymen recently in fight against black money &amp; corruption is remarkable #…,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,385,0,31-01-2017 10:49,RT @RashtrapatiBhvn: This year marks the Centenary year of Champaran Satyagraha #PresidentMukherjee,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,493,0,31-01-2017 10:49,RT @RashtrapatiBhvn: We are observing the one thousandth birth anniversary of the great saint-philosopher Ramanujacharya #PresidentMukherjee,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,479,0,31-01-2017 10:49,RT @RashtrapatiBhvn: This year marks the 350th birth anniversary of the great Sikh Guru - Guru Gobind Singhji #PresidentMukherjee,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,1308,4571,31-01-2017 03:02,Get your e-book on tension-free exams &amp; personalised exam greetings.  Don't forget to register. https://t.co/TYuxNNJfIf #MannKiBaat,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.26E+17,1416,5682,31-01-2017 03:01,"Last Sunday's #MannKiBaat has been converted into an e-book, which can be read by students during this exam season.",en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.26E+17,943,3542,31-01-2017 03:00,"The @NDRFHQ is rightly focussing on strengthening systems, processes &amp; capacity building, which help in minimising loss of life or property.",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.26E+17,1017,3830,31-01-2017 03:00,"Greetings to @NDRFHQ team on their 12th Raising Day celebrations. NDRF's efforts in disaster response, rescue &amp; relief are commendable.",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.26E+17,1809,9363,30-01-2017 14:35,Joined a prayer meeting at Gandhi Smriti. https://t.co/eJbodns5ZO,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,2756,12247,29-01-2017 15:35,Joined the 'Beating Retreat' ceremony. Here are some pictures. https://t.co/kIPyD3uGZV,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.26E+17,1662,6620,29-01-2017 09:44,"India is proud of our Coast Guard, which is one of the best in the world. https://t.co/2hp6jlVKbv #MannKiBaat",en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,1370,4614,29-01-2017 09:44,Do not make these exams about pressure. Appear for them with a smile. It will work! #MannKiBaat https://t.co/FdRhdESoZB,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,1515,5030,29-01-2017 09:43,"Young friends, compete with yourself and not others. #MannKiBaat https://t.co/X9wRvSEyuX",en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,1376,4787,29-01-2017 09:42,"The @Akali_Dal_ &amp; @BJP4Punjab Government is committed to the safety, security of Punjab &amp; is one that understands a… https://t.co/u0akCeCcek",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,1466,5229,29-01-2017 09:40,"At the rally in Faridkot, spoke about how the Central Government’s schemes are empowering farmers.… https://t.co/0LfuBlugtB",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,1965,6624,29-01-2017 06:38,"#MannKiBaat with students- on #StressFreeExams, importance of knowledge &amp; why proper rest matters during exams. https://t.co/1Yw3HVHYQA",en,FALSE,26809964,1641,2,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26E+17,2177,9681,29-01-2017 02:48,Tune in to #MannKiBaat today at 11 AM. Will specially urge my young friends to join. https://t.co/cTdeORFe14,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1602,7349,28-01-2017 13:12,"Meeting NCC cadets gives a glimpse of the skills &amp; potential our youth is blessed with, which will benefit India. https://t.co/A2R86XhO7i",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,1761,7561,28-01-2017 13:09,"Earlier today, addressed the NCC rally in Delhi. Spoke about how the NCC experience brings several key learnings in… https://t.co/QiEPFuwKz2",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,1985,8822,28-01-2017 13:00,"People of Goa have not forgotten the corruption, misgovernance &amp; instability under Congress rule. Development suffered greatly that time.",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,1329,5878,28-01-2017 12:59,"Goa government rightly focussed on tourism, creating infrastructure &amp; opportunities that bring development to the state. @BJP4Goa",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,1549,6444,28-01-2017 12:58,Last 5 years have been years of development under the BJP state government. Goa did well in various sectors. This g… https://t.co/2t3VCMUuqX,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,1457,5392,28-01-2017 12:56,Campaigned in Goa. Urged people of Goa to elect a stable &amp; development oriented @BJP4Goa government.… https://t.co/L8ugSdpgTu,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,3590,13891,28-01-2017 02:36,"Tributes to Lala Lajpat Rai on his birth anniversary. He was respected for his fearlessness, impeccable integrity &amp; fight against injustice.",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1646,8012,27-01-2017 15:58,Congratulations to Mr. Adama Barrow. India stands with him for the rapid &amp; all-round development of The Gambia.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,2901,11717,27-01-2017 15:12,Black money &amp; corruption adversely impact aspirations of our youth. Assured people that our fight against these two evils will continue.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1594,7562,27-01-2017 15:11,"In Shri Parkash Singh Badal, we have a leader who always places the well-being of Punjab first. He has been constantly working for people.",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1631,6586,27-01-2017 15:10,Spoke at length about how the various initiatives of the Central Government have positively impacted the lives of our farmers &amp; youngsters.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1500,5950,27-01-2017 15:08,Campaigned in Punjab. Addressed a public meeting in Jalandhar in support of @Akali_Dal_ &amp; @BJP4Punjab alliance. https://t.co/RzuQA7S0e0,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,3224,11957,26-01-2017 17:04,Thank you PM Netanyahu. Your wishes are indeed special. https://t.co/9jvYZt5Jb0,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1993,9557,26-01-2017 17:02,Thank you for the #RepublicDay wishes President Sirisena. https://t.co/chAPDb8teC,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1617,6945,26-01-2017 17:01,Thank you PM Tobgay for the greetings. https://t.co/gbxiN0uhpq,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1398,0,26-01-2017 16:58,RT @KremlinRussia_E: India celebrates Republic Day today. Congratulations from Vladimir Putin https://t.co/vaBxxV05UO,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1707,0,26-01-2017 16:58,RT @ashrafghani: A happy #RepublicDay to India.,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,2288,10783,26-01-2017 16:40,It has been an honour to host HH Mohamed bin Zayed Al Nahyan in India. His visit has further strengthened ties between India &amp; UAE. @MBZNews,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25E+17,1725,8625,26-01-2017 09:08,Demise of Shri Ramdas Agarwal is saddening. His contribution towards building the BJP in Rajasthan will be remembered. RIP.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,2920,12112,26-01-2017 08:57,Deeply saddened at the death of our Veer jawans in an avalanche in Kashmir. Have directed the authorities for speedy search and rescue ops.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,2714,12249,26-01-2017 08:21,Paying tributes at Amar Jawan Jyoti. https://t.co/uj5hGZOTlX,in,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,3584,14151,26-01-2017 08:20,I thank HH Mohamed bin Zayed Al Nahyan for joining us during the #RepublicDay celebrations today. @MBZNews https://t.co/SwrO2yYMEp,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,4011,16404,26-01-2017 08:17,Joined the #RepublicDay celebrations. Here are some pictures. https://t.co/3EguSWjo6L,en,FALSE,26809964,1641,1,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,1482,5990,26-01-2017 06:55,"He was an admirable diplomat, a great friend of India &amp; a fluent Hindi speaker who tirelessly contributed to stronger India-Russia ties.",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25E+17,1368,5527,26-01-2017 06:55,Deeply saddened at the passing away of Ambassador Alexander Kadakin.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,818,0,25-01-2017 17:39,RT @PIB_India: Address by the President of India on the eve of the Republic Day of India 2017 https://t.co/v8AscpmKXG,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,2080,8749,25-01-2017 10:01,India-UAE cooperation benefits our 2 countries immensely. Our convergence will help stabilise the region. https://t.co/e4HiJhDbyB,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1856,7852,25-01-2017 09:59,"HH Mohamed bin Zayed Al Nahyan &amp; I agreed to expand our defence &amp; security cooperation, including cooperation in maritime domain.",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1648,7100,25-01-2017 09:58,We agreed to sustain the momentum in energy &amp; investments. India welcomes UAE's interest in investing in our infrastructure sector.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,2161,8307,25-01-2017 09:58,My discussions with HH Mohamed bin Zayed Al Nahyan were wide ranging. We shaped an ambitious roadmap to further str… https://t.co/yu0yGFyjGB,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,2958,11819,25-01-2017 03:29,I urge every eligible voter to exercise his or her franchise &amp; call upon my young friends to register as voters when they turn 18.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,1998,7452,25-01-2017 03:28,"Elections are celebrations of democracy. They communicate the will of the people, which is supreme in a democracy.",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,2482,9170,25-01-2017 03:28,Wishing you all on National Voters’ Day. We greet the Election Commission &amp; salute their important role in our democracy.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,4269,17431,25-01-2017 02:33,Have also invited President Trump to visit India.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,4281,14334,25-01-2017 02:33,President @realDonaldTrump and I agreed to work closely in the coming days to further strengthen our bilateral ties.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,3936,14991,25-01-2017 02:31,Had a warm conversation with President @realDonaldTrump late last evening.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,2019,6959,24-01-2017 12:29,This new scheme for promoting rural housing across India adds strength to our efforts towards ‘housing for all.’ https://t.co/NbfZvs2rIP,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1810,5586,24-01-2017 12:27,"The IIM Bill focuses on complete autonomy, effective administration, more alumni participation &amp; many other areas. https://t.co/8R7zRrQ5ev",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1704,6613,24-01-2017 12:26,"The IIM Bill, which was approved by the Cabinet has been prepared with the aim of furthering excellence in these premier institutions.",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1503,0,24-01-2017 12:26,"RT @RadhamohanBJP: #कैबिनेट ने किसानों को दी कृषि ऋण ब्याज मे छूट। 
https://t.co/B7GAJL3NlV
#Cabinet https://t.co/BYwNoX6Wfv",hi,FALSE,26809964,1641,2,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1708,6328,24-01-2017 12:24,India &amp; UAE share strong bonds of friendship &amp; extensive cooperation. Looking forward to building on this &amp; further cementing ties. @MBZNews,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,2926,10504,24-01-2017 12:24,"Welcome to India, HH Mohamed bin Zayed Al Nahyan. We are honoured to host you &amp; delighted that you will join our Re… https://t.co/2HnPnk5dtr",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,2238,5328,24-01-2017 12:21,مرحبا بصاحب السمو الشيخ محمد بن زايد آل نهيان على أرض الهند، نفتخر باستضافتكم و نسعد بحضوركم فى إحتفالاتنا بيوم الج… https://t.co/HAUd5qqHJo,ar,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,2394,9897,24-01-2017 03:58,Let us reaffirm our commitment to challenging stereotypes based on gender &amp; promote gender sensitisation as well as gender equality.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,2250,8686,24-01-2017 03:56,It is imperative to reject discrimination against the girl child and ensure equal opportunities for the girl child.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,3537,12765,24-01-2017 03:54,"National Girl Child Day is a day to celebrate the exceptional achievements of the girl child, whose excellence in many fields makes us proud",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24E+17,2685,10988,23-01-2017 14:16,Payal Devi from J&amp;K saved two children from being trapped in a flash flood but unfortunately lost her life. I salut… https://t.co/rkW5MFsO83,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1638,6543,23-01-2017 14:14,"Tributes to H Lalhriatpuii. While saving her 2 year old cousin, she got run over by a vehicle. https://t.co/MFRo6JrJ2Q",en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1573,6205,23-01-2017 14:11,Late Tarh Peeju from Arunachal Pradesh lost her own life while saving two friends who were being swept away by a st… https://t.co/v79yW3LPKJ,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,2051,9007,23-01-2017 14:09,Honoured brave youngsters who saved the lives of others but in the process lost theirs. They are not with us but their bravery lives on.,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1477,5596,23-01-2017 14:07,Youngsters like Badarunnisa KP are true embodiments of Yuva Shakti. She saved 2 persons from drowning in a 20 feet… https://t.co/79hQhTH568,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1585,6415,23-01-2017 14:05,Great valour! Maharashtra's Nisha Dilip Patil saved an infant's life when her neighbour's home caught fire &amp; the in… https://t.co/u4QVOzBDAf,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1355,5032,23-01-2017 14:01,Naman from New Delhi set a wonderful example when he saved a child's life &amp; ensured the child did not drown in a 12… https://t.co/RWGiWsEoCY,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1332,5407,23-01-2017 13:58,Akhil K Shibu's swift actions ensured that a man did not drown in a 12 meter deep river. https://t.co/0YUT4hvSRb,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1571,6248,23-01-2017 13:57,Akshita and Akshit Sharma fearlessly confronted two thieves who broke into their house. One of the thieves was thus… https://t.co/TralTuz5HI,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1276,5098,23-01-2017 13:54,Binil Manjaly saved a member of a family of 3. The family was traveling in an auto that accidentally fell into a 20… https://t.co/UFQ1fpXlQT,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1490,5448,23-01-2017 13:50,UP's Anshika Pandey fought off two miscreants who were trying to kidnap her. Her grit is commendable. https://t.co/Z8ZWH6f9ut,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24E+17,1282,4852,23-01-2017 13:48,What Adithyan MP Pillai did was both courageous and selfless. He saved three children from drowning in river 11 fee… https://t.co/eBUI67F13c,en,FALSE,26809964,1641,0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
