user_id,item_id,rating,title
1,68,4,"Crow, The (1994)"
1,7,4,Twelve Monkeys (1995)
1,218,3,Cape Fear (1991)
1,145,2,"Lawnmower Man, The (1992)"
1,56,4,Pulp Fiction (1994)
1,89,5,Blade Runner (1982)
1,141,3,"20,000 Leagues Under the Sea (1954)"
1,153,3,"Fish Called Wanda, A (1988)"
1,146,4,Unhook the Stars (1996)
1,11,2,Seven (Se7en) (1995)
1,82,5,Jurassic Park (1993)
1,3,4,Four Rooms (1995)
1,198,5,Nikita (La Femme Nikita) (1990)
1,189,3,"Grand Day Out, A (1992)"
1,64,5,"Shawshank Redemption, The (1994)"
1,215,3,Field of Dreams (1989)
1,204,5,Back to the Future (1985)
1,33,4,Desperado (1995)
1,160,4,Glengarry Glen Ross (1992)
1,227,4,Star Trek VI: The Undiscovered Country (1991)
1,191,5,Amadeus (1984)
1,183,5,Alien (1979)
1,134,4,Citizen Kane (1941)
1,212,4,"Unbearable Lightness of Being, The (1988)"
1,256,4,When the Cats Away (Chacun cherche son chat) (1996)
1,271,2,Starship Troopers (1997)
1,197,5,"Graduate, The (1967)"
1,199,4,"Bridge on the River Kwai, The (1957)"
1,169,5,"Wrong Trousers, The (1993)"
1,175,5,Brazil (1985)
1,66,4,While You Were Sleeping (1995)
1,206,4,Akira (1988)
1,62,3,Stargate (1994)
1,12,5,"Usual Suspects, The (1995)"
1,163,4,"Return of the Pink Panther, The (1974)"
1,250,4,"Fifth Element, The (1997)"
1,186,4,"Blues Brothers, The (1980)"
1,71,3,"Lion King, The (1994)"
1,176,5,Aliens (1986)
1,78,1,Free Willy (1993)
1,188,3,Full Metal Jacket (1987)
1,97,3,Dances with Wolves (1990)
1,173,5,"Princess Bride, The (1987)"
1,17,3,From Dusk Till Dawn (1996)
1,80,4,Hot Shots! Part Deux (1993)
1,238,4,Raising Arizona (1987)
1,60,5,Three Colors: Blue (1993)
1,47,4,Ed Wood (1994)
1,217,3,Bram Stoker's Dracula (1992)
1,259,1,George of the Jungle (1997)
1,211,3,M*A*S*H (1970)
1,210,4,Indiana Jones and the Last Crusade (1989)
1,252,2,"Lost World: Jurassic Park, The (1997)"
1,156,4,Reservoir Dogs (1992)
1,182,4,GoodFellas (1990)
1,187,4,"Godfather: Part II, The (1974)"
1,185,4,Psycho (1960)
1,94,2,Home Alone (1990)
1,168,5,Monty Python and the Holy Grail (1974)
1,150,5,Swingers (1996)
1,184,4,Army of Darkness (1993)
1,57,5,Priest (1994)
1,249,4,Austin Powers: International Man of Mystery (1997)
1,142,2,Bedknobs and Broomsticks (1971)
1,126,2,"Spitfire Grill, The (1996)"
1,8,1,Babe (1995)
1,58,4,Quiz Show (1994)
1,55,5,"Professional, The (1994)"
1,121,4,Independence Day (ID4) (1996)
1,81,5,"Hudsucker Proxy, The (1994)"
1,22,4,Braveheart (1995)
1,240,3,Beavis and Butt-head Do America (1996)
1,70,3,Four Weddings and a Funeral (1994)
1,13,5,Mighty Aphrodite (1995)
1,225,2,101 Dalmatians (1996)
1,128,4,Supercop (1992)
1,49,3,I.Q. (1994)
1,147,3,"Long Kiss Goodnight, The (1996)"
1,161,4,Top Gun (1986)
1,39,4,Strange Days (1995)
1,120,1,Striptease (1996)
1,44,5,Dolores Claiborne (1994)
1,28,4,Apollo 13 (1995)
1,52,4,"Madness of King George, The (1994)"
1,230,4,Star Trek IV: The Voyage Home (1986)
1,99,3,Snow White and the Seven Dwarfs (1937)
1,190,5,Henry V (1989)
1,269,5,"Full Monty, The (1997)"
1,179,3,"Clockwork Orange, A (1971)"
1,92,3,True Romance (1993)
1,129,5,Bound (1996)
1,9,5,Dead Man Walking (1995)
1,152,5,Sleeper (1973)
1,233,2,Under Siege (1992)
1,203,4,Unforgiven (1992)
1,122,3,"Cable Guy, The (1996)"
1,110,1,Operation Dumbo Drop (1995)
1,251,4,Shall We Dance? (1996)
1,155,2,Dirty Dancing (1987)
1,53,3,Natural Born Killers (1994)
1,91,5,"Nightmare Before Christmas, The (1993)"
1,93,5,Welcome to the Dollhouse (1995)
1,162,4,On Golden Pond (1981)
1,38,3,"Net, The (1995)"
1,131,1,Breakfast at Tiffany's (1961)
1,87,5,Searching for Bobby Fischer (1993)
1,72,4,"Mask, The (1994)"
1,125,3,Phenomenon (1996)
1,105,2,Sgt. Bilko (1996)
1,73,3,Maverick (1994)
1,239,4,Sneakers (1992)
1,107,4,Moll Flanders (1996)
1,213,2,"Room with a View, A (1986)"
1,180,3,Apocalypse Now (1979)
1,59,5,Three Colors: Red (1994)
1,148,2,"Ghost and the Darkness, The (1996)"
1,27,2,Bad Boys (1995)
1,85,3,"Ref, The (1994)"
1,221,5,Breaking the Waves (1996)
1,138,1,D3: The Mighty Ducks (1996)
1,114,5,Wallace & Gromit: The Best of Aardman Animation (1996)
1,24,3,Rumble in the Bronx (1995)
1,43,4,Disclosure (1994)
1,223,5,Sling Blade (1996)
1,263,1,Steel (1997)
1,166,5,Manon of the Spring (Manon des sources) (1986)
1,253,5,"Pillow Book, The (1995)"
1,113,5,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
1,116,3,Cold Comfort Farm (1995)
1,243,1,Jungle2Jungle (1997)
1,207,5,Cyrano de Bergerac (1990)
1,83,3,Much Ado About Nothing (1993)
1,254,1,Batman & Robin (1997)
1,115,5,"Haunted World of Edward D. Wood Jr., The (1995)"
1,36,2,Mad Love (1995)
1,205,3,Patton (1970)
1,102,2,"Aristocats, The (1970)"
1,192,4,Raging Bull (1980)
1,42,5,Clerks (1994)
1,157,4,Platoon (1986)
1,226,3,Die Hard 2 (1990)
1,244,2,Smilla's Sense of Snow (1997)
1,34,2,"Doom Generation, The (1995)"
1,103,1,All Dogs Go to Heaven 2 (1996)
1,90,4,So I Married an Axe Murderer (1993)
1,101,2,Heavy Metal (1981)
1,267,4,unknown
1,260,1,Event Horizon (1997)
1,167,2,Private Benjamin (1980)
1,63,2,"Santa Clause, The (1994)"
1,139,3,"Love Bug, The (1969)"
1,67,3,Ace Ventura: Pet Detective (1994)
1,170,5,Cinema Paradiso (1988)
1,123,4,"Frighteners, The (1996)"
1,262,3,In the Company of Men (1997)
1,31,3,Crimson Tide (1995)
1,149,2,Jude (1996)
1,124,5,Lone Star (1996)
1,159,3,Basic Instinct (1992)
1,30,3,Belle de jour (1967)
1,104,1,Theodore Rex (1995)
1,37,2,Nadja (1994)
1,266,1,Kull the Conqueror (1997)
1,136,3,Mr. Smith Goes to Washington (1939)
1,74,1,Faster Pussycat! Kill! Kill! (1965)
1,45,5,Eat Drink Man Woman (1994)
1,158,3,Weekend at Bernie's (1989)
1,41,2,Billy Madison (1995)
1,270,5,Gattaca (1997)
1,84,4,Robert A. Heinlein's The Puppet Masters (1994)
1,261,1,Air Bud (1997)
1,108,5,Kids in the Hall: Brain Candy (1996)
1,76,4,Carlito's Way (1993)
1,224,5,Ridicule (1996)
1,6,5,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
1,19,5,Antonia's Line (1995)
1,119,5,Maya Lin: A Strong Clear Vision (1994)
1,112,1,Flipper (1996)
1,236,4,Citizen Ruth (1996)
1,46,4,Exotica (1994)
1,18,4,"White Balloon, The (1995)"
1,247,1,Turbo: A Power Rangers Movie (1997)
1,35,1,Free Willy 2: The Adventure Home (1995)
1,130,3,Kansas City (1996)
1,75,4,Brother Minister: The Assassination of Malcolm X (1994)
2,50,5,Star Wars (1977)
2,242,5,Kolya (1996)
2,302,5,L.A. Confidential (1997)
2,257,4,Men in Black (1997)
2,274,3,Sabrina (1995)
2,1,4,Toy Story (1995)
2,277,4,Restoration (1995)
2,304,4,Fly Away Home (1996)
2,100,5,Fargo (1996)
2,288,3,Scream (1996)
2,237,4,Jerry Maguire (1996)
2,111,4,"Truth About Cats & Dogs, The (1996)"
2,25,4,"Birdcage, The (1996)"
2,275,5,Sense and Sensibility (1995)
2,294,1,Liar Liar (1997)
2,307,3,"Devil's Advocate, The (1997)"
2,272,5,Good Will Hunting (1997)
2,14,4,"Postino, Il (1994)"
2,273,4,Heat (1995)
2,281,3,"River Wild, The (1994)"
2,298,3,Face/Off (1997)
2,258,3,Contact (1997)
2,255,4,My Best Friend's Wedding (1997)
2,280,3,Up Close and Personal (1996)
2,10,2,Richard III (1995)
2,127,5,"Godfather, The (1972)"
2,303,4,Ulee's Gold (1997)
2,286,4,"English Patient, The (1996)"
2,291,3,Absolute Power (1997)
2,315,1,Apt Pupil (1998)
2,279,4,Once Upon a Time... When We Were Colored (1995)
2,305,3,"Ice Storm, The (1997)"
2,278,3,Bed of Roses (1996)
2,289,3,Evita (1996)
2,306,4,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
2,301,4,In & Out (1997)
2,284,4,Tin Cup (1996)
2,292,4,Rosewood (1997)
2,293,4,Donnie Brasco (1997)
2,13,4,Mighty Aphrodite (1995)
2,295,4,Breakdown (1997)
2,287,3,Marvin's Room (1996)
2,269,4,"Full Monty, The (1997)"
2,310,4,"Rainmaker, The (1997)"
2,285,5,Secrets & Lies (1996)
2,251,5,Shall We Dance? (1996)
2,299,4,Hoodlum (1997)
2,283,5,Emma (1996)
2,316,5,As Good As It Gets (1997)
2,282,4,"Time to Kill, A (1996)"
2,300,4,Air Force One (1997)
2,308,3,FairyTale: A True Story (1997)
2,312,3,Midnight in the Garden of Good and Evil (1997)
2,309,1,Deceiver (1997)
2,276,4,Leaving Las Vegas (1995)
2,290,3,Fierce Creatures (1997)
2,313,5,Titanic (1997)
2,311,5,"Wings of the Dove, The (1997)"
2,314,1,3 Ninjas: High Noon At Mega Mountain (1998)
2,297,4,Ulee's Gold (1997)
2,19,3,Antonia's Line (1995)
2,296,3,"Promesse, La (1996)"
3,302,2,L.A. Confidential (1997)
3,346,5,Jackie Brown (1997)
3,327,4,Cop Land (1997)
3,332,1,Kiss the Girls (1997)
3,322,3,Murder at 1600 (1997)
3,181,4,Return of the Jedi (1983)
3,288,2,Scream (1996)
3,338,2,Bean (1997)
3,294,2,Liar Liar (1997)
3,328,5,Conspiracy Theory (1997)
3,307,3,"Devil's Advocate, The (1997)"
3,317,2,In the Name of the Father (1993)
3,264,2,Mimic (1997)
3,245,1,"Devil's Own, The (1997)"
3,272,2,Good Will Hunting (1997)
3,268,3,Chasing Amy (1997)
3,323,2,Dante's Peak (1997)
3,258,2,Contact (1997)
3,347,5,Wag the Dog (1997)
3,318,4,Schindler's List (1993)
3,339,3,Mad City (1997)
3,334,3,U Turn (1997)
3,344,4,"Apostle, The (1997)"
3,303,3,Ulee's Gold (1997)
3,321,5,Mother (1996)
3,343,3,Alien: Resurrection (1997)
3,271,3,Starship Troopers (1997)
3,333,2,"Game, The (1997)"
3,325,1,Crash (1996)
3,350,3,Fallen (1998)
3,324,2,Lost Highway (1997)
3,354,3,"Wedding Singer, The (1998)"
3,319,2,Everyone Says I Love You (1996)
3,299,3,Hoodlum (1997)
3,331,4,"Edge, The (1997)"
3,355,3,Sphere (1998)
3,335,1,How to Be a Player (1997)
3,300,2,Air Force One (1997)
3,337,1,"House of Yes, The (1997)"
3,340,5,Boogie Nights (1997)
3,260,4,Event Horizon (1997)
3,320,5,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
3,345,3,Deconstructing Harry (1997)
3,326,2,G.I. Jane (1997)
3,329,4,Desperate Measures (1998)
3,330,2,187 (1997)
3,336,1,Playing God (1997)
3,348,4,Desperate Measures (1998)
3,341,1,Critical Care (1997)
3,352,2,Spice World (1997)
3,342,4,"Man Who Knew Too Little, The (1997)"
3,351,3,"Prophecy II, The (1998)"
3,349,3,Hard Rain (1998)
3,353,1,Deep Rising (1998)
4,50,5,Star Wars (1977)
4,327,5,Cop Land (1997)
4,288,4,Scream (1996)
4,294,5,Liar Liar (1997)
4,328,3,Conspiracy Theory (1997)
4,264,3,Mimic (1997)
4,258,5,Contact (1997)
4,360,5,Wonderland (1997)
4,11,4,Seven (Se7en) (1995)
4,357,4,One Flew Over the Cuckoo's Nest (1975)
4,303,5,Ulee's Gold (1997)
4,271,4,Starship Troopers (1997)
4,210,3,Indiana Jones and the Last Crusade (1989)
4,301,5,In & Out (1997)
4,324,5,Lost Highway (1997)
4,354,5,"Wedding Singer, The (1998)"
4,300,5,Air Force One (1997)
4,356,3,"Client, The (1994)"
4,361,5,Incognito (1997)
4,260,4,Event Horizon (1997)
4,329,5,Desperate Measures (1998)
4,359,5,"Assignment, The (1997)"
4,358,2,Spawn (1997)
4,362,5,Blues Brothers 2000 (1998)
5,50,4,Star Wars (1977)
5,172,5,"Empire Strikes Back, The (1980)"
5,377,1,Heavyweights (1994)
5,451,1,Grease (1978)
5,257,5,Men in Black (1997)
5,222,4,Star Trek: First Contact (1996)
5,40,4,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
5,29,4,Batman Forever (1995)
5,387,3,"Age of Innocence, The (1993)"
5,392,2,"Man Without a Face, The (1993)"
5,144,3,Die Hard (1988)
5,1,4,Toy Story (1995)
5,95,4,Aladdin (1992)
5,234,2,Jaws (1975)
5,98,3,"Silence of the Lambs, The (1991)"
5,194,4,"Sting, The (1973)"
5,241,1,"Last of the Mohicans, The (1992)"
5,100,5,Fargo (1996)
5,432,4,Fantasia (1940)
5,181,5,Return of the Jedi (1983)
5,384,3,Naked Gun 33 1/3: The Final Insult (1994)
5,143,3,"Sound of Music, The (1965)"
5,423,4,E.T. the Extra-Terrestrial (1982)
5,219,3,"Nightmare on Elm Street, A (1984)"
5,427,3,To Kill a Mockingbird (1962)
5,416,1,Old Yeller (1957)
5,229,2,Star Trek III: The Search for Spock (1984)
5,366,3,Dangerous Minds (1995)
5,403,3,Batman (1989)
5,25,3,"Birdcage, The (1996)"
5,154,3,Monty Python's Life of Brian (1979)
5,382,5,"Adventures of Priscilla, Queen of the Desert, The (1994)"
5,209,5,This Is Spinal Tap (1984)
5,208,4,Young Frankenstein (1974)
5,174,5,Raiders of the Lost Ark (1981)
5,151,3,Willy Wonka and the Chocolate Factory (1971)
5,21,3,Muppet Treasure Island (1996)
5,200,2,"Shining, The (1980)"
5,385,4,True Lies (1994)
5,135,4,2001: A Space Odyssey (1968)
5,379,3,Tales From the Crypt Presents: Demon Knight (1995)
5,368,1,Bio-Dome (1996)
5,419,3,Mary Poppins (1964)
5,405,3,Mission: Impossible (1996)
5,231,2,Batman Returns (1992)
5,2,3,GoldenEye (1995)
5,443,4,"Birds, The (1963)"
5,79,3,"Fugitive, The (1993)"
5,455,4,Jackie Chan's First Strike (1996)
5,216,1,When Harry Met Sally... (1989)
5,452,1,Jaws 2 (1978)
5,408,5,"Close Shave, A (1995)"
5,235,4,Mars Attacks! (1996)
5,228,5,Star Trek: The Wrath of Khan (1982)
5,69,1,Forrest Gump (1994)
5,214,3,Pink Floyd - The Wall (1982)
5,109,5,Mystery Science Theater 3000: The Movie (1996)
5,401,5,"Brady Bunch Movie, The (1995)"
5,145,1,"Lawnmower Man, The (1992)"
5,89,5,Blade Runner (1982)
5,153,5,"Fish Called Wanda, A (1988)"
5,367,3,Clueless (1995)
5,189,5,"Grand Day Out, A (1992)"
5,204,4,Back to the Future (1985)
5,227,4,Star Trek VI: The Undiscovered Country (1991)
5,183,4,Alien (1979)
5,430,5,Duck Soup (1933)
5,410,1,Kingpin (1996)
5,169,5,"Wrong Trousers, The (1993)"
5,378,1,Miracle on 34th Street (1994)
5,425,2,Bob Roberts (1992)
5,66,1,While You Were Sleeping (1995)
5,402,1,Ghost (1990)
5,62,4,Stargate (1994)
5,163,5,"Return of the Pink Panther, The (1974)"
5,250,3,"Fifth Element, The (1997)"
5,186,5,"Blues Brothers, The (1980)"
5,176,3,Aliens (1986)
5,436,5,"American Werewolf in London, An (1981)"
5,173,4,"Princess Bride, The (1987)"
5,17,4,From Dusk Till Dawn (1996)
5,80,2,Hot Shots! Part Deux (1993)
5,407,3,Spy Hard (1996)
5,259,1,George of the Jungle (1997)
5,211,4,M*A*S*H (1970)
5,404,2,Pinocchio (1940)
5,210,3,Indiana Jones and the Last Crusade (1989)
5,431,3,Highlander (1986)
5,365,1,Powder (1995)
5,185,3,Psycho (1960)
5,94,3,Home Alone (1990)
5,168,3,Monty Python and the Holy Grail (1974)
5,406,1,Thinner (1996)
5,371,1,"Bridges of Madison County, The (1995)"
5,381,1,Muriel's Wedding (1994)
5,370,1,Mary Reilly (1996)
5,448,2,"Omen, The (1976)"
5,121,4,Independence Day (ID4) (1996)
5,376,2,Houseguest (1994)
5,399,3,"Three Musketeers, The (1993)"
5,70,4,Four Weddings and a Funeral (1994)
5,417,3,"Parent Trap, The (1961)"
5,409,2,Jack (1996)
5,439,1,Amityville: A New Generation (1993)
5,225,2,101 Dalmatians (1996)
5,449,2,Star Trek: The Motion Picture (1979)
5,230,3,Star Trek IV: The Voyage Home (1986)
5,433,5,Heathers (1989)
5,99,3,Snow White and the Seven Dwarfs (1937)
5,440,1,Amityville II: The Possession (1982)
5,233,4,Under Siege (1992)
5,447,3,Carrie (1976)
5,412,3,"Very Brady Sequel, A (1996)"
5,421,1,William Shakespeare's Romeo and Juliet (1996)
5,110,1,Operation Dumbo Drop (1995)
5,393,2,Mrs. Doubtfire (1993)
5,397,2,Striking Distance (1993)
5,162,1,On Golden Pond (1981)
5,375,3,Showgirls (1995)
5,418,3,Cinderella (1950)
5,105,3,Sgt. Bilko (1996)
5,239,4,Sneakers (1992)
5,380,3,Star Trek: Generations (1994)
5,454,1,Bastard Out of Carolina (1996)
5,386,2,Addams Family Values (1993)
5,24,4,Rumble in the Bronx (1995)
5,372,3,Jeffrey (1995)
5,435,4,Butch Cassidy and the Sundance Kid (1969)
5,450,1,Star Trek V: The Final Frontier (1989)
5,424,1,Children of the Corn: The Gathering (1996)
5,429,3,"Day the Earth Stood Still, The (1951)"
5,428,5,Harold and Maude (1971)
5,363,3,Sudden Death (1995)
5,411,1,"Nutty Professor, The (1996)"
5,426,3,"Transformers: The Movie, The (1986)"
5,243,1,Jungle2Jungle (1997)
5,396,5,Serial Mom (1994)
5,364,1,Ace Ventura: When Nature Calls (1995)
5,102,3,"Aristocats, The (1970)"
5,42,5,Clerks (1994)
5,226,3,Die Hard 2 (1990)
5,441,1,"Amityville Horror, The (1979)"
5,90,3,So I Married an Axe Murderer (1993)
5,457,1,Free Willy 3: The Rescue (1997)
5,101,5,Heavy Metal (1981)
5,395,2,Robin Hood: Men in Tights (1993)
5,267,4,unknown
5,167,2,Private Benjamin (1980)
5,63,1,"Santa Clause, The (1994)"
5,139,3,"Love Bug, The (1969)"
5,369,1,Black Sheep (1996)
5,413,3,Tales from the Crypt Presents: Bordello of Blood (1996)
5,414,3,My Favorite Year (1982)
5,453,1,Jaws 3-D (1983)
5,420,3,Alice in Wonderland (1951)
5,456,1,Beverly Hills Ninja (1997)
5,374,3,Mighty Morphin Power Rangers: The Movie (1995)
5,394,2,Radioland Murders (1994)
5,391,4,Last Action Hero (1993)
5,445,3,"Body Snatcher, The (1945)"
5,434,5,Forbidden Planet (1956)
5,389,1,Black Beauty (1994)
5,444,2,"Blob, The (1958)"
5,398,2,Super Mario Bros. (1993)
5,415,1,"Apple Dumpling Gang, The (1975)"
5,383,3,"Flintstones, The (1994)"
5,373,3,Judge Dredd (1995)
5,422,4,Aladdin and the King of Thieves (1996)
5,390,5,Fear of a Black Hat (1993)
5,437,1,Amityville 1992: It's About Time (1992)
5,388,2,Beverly Hills Cop III (1994)
5,442,1,"Amityville Curse, The (1990)"
5,400,1,"Little Rascals, The (1994)"
5,438,1,Amityville 3-D (1983)
5,446,4,Burnt Offerings (1976)
6,50,4,Star Wars (1977)
6,133,4,Gone with the Wind (1939)
6,242,4,Kolya (1996)
6,302,4,L.A. Confidential (1997)
6,474,5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
6,465,1,"Jungle Book, The (1994)"
6,86,3,"Remains of the Day, The (1993)"
6,257,2,Men in Black (1997)
6,274,4,Sabrina (1995)
6,486,4,Sabrina (1954)
6,1,4,Toy Story (1995)
6,95,2,Aladdin (1992)
6,246,3,Chasing Amy (1997)
6,98,5,"Silence of the Lambs, The (1991)"
6,193,3,"Right Stuff, The (1983)"
6,194,4,"Sting, The (1973)"
6,32,4,Crumb (1994)
6,304,4,Fly Away Home (1996)
6,100,5,Fargo (1996)
6,432,4,Fantasia (1940)
6,143,2,"Sound of Music, The (1965)"
6,423,3,E.T. the Extra-Terrestrial (1982)
6,515,4,"Boot, Das (1981)"
6,526,3,Ben-Hur (1959)
6,427,4,To Kill a Mockingbird (1962)
6,512,4,Wings of Desire (1987)
6,15,3,Mr. Holland's Opus (1995)
6,165,5,Jean de Florette (1986)
6,248,3,Grosse Pointe Blank (1997)
6,237,2,Jerry Maguire (1996)
6,480,4,North by Northwest (1959)
6,518,3,Miller's Crossing (1990)
6,111,2,"Truth About Cats & Dogs, The (1996)"
6,154,3,Monty Python's Life of Brian (1979)
6,275,4,Sense and Sensibility (1995)
6,498,4,"African Queen, The (1951)"
6,209,4,This Is Spinal Tap (1984)
6,23,4,Taxi Driver (1976)
6,294,2,Liar Liar (1997)
6,208,4,Young Frankenstein (1974)
6,496,4,It's a Wonderful Life (1946)
6,132,5,"Wizard of Oz, The (1939)"
6,174,4,Raiders of the Lost Ark (1981)
6,151,3,Willy Wonka and the Chocolate Factory (1971)
6,21,3,Muppet Treasure Island (1996)
6,514,5,Annie Hall (1977)
6,485,5,My Fair Lady (1964)
6,317,3,In the Name of the Father (1993)
6,195,4,"Terminator, The (1984)"
6,200,3,"Shining, The (1980)"
6,135,5,2001: A Space Odyssey (1968)
6,471,2,Courage Under Fire (1996)
6,479,5,Vertigo (1958)
6,272,4,Good Will Hunting (1997)
6,14,5,"Postino, Il (1994)"
6,419,4,Mary Poppins (1964)
6,405,1,Mission: Impossible (1996)
6,504,3,Bonnie and Clyde (1967)
6,466,4,Red Rock West (1992)
6,268,3,Chasing Amy (1997)
6,117,2,"Rock, The (1996)"
6,177,4,"Good, The Bad and The Ugly, The (1966)"
6,137,5,Big Night (1996)
6,298,3,Face/Off (1997)
6,79,3,"Fugitive, The (1993)"
6,258,2,Contact (1997)
6,216,5,When Harry Met Sally... (1989)
6,476,1,"First Wives Club, The (1996)"
6,483,5,Casablanca (1942)
6,202,3,Groundhog Day (1993)
6,408,4,"Close Shave, A (1995)"
6,178,4,12 Angry Men (1957)
6,478,4,"Philadelphia Story, The (1940)"
6,127,5,"Godfather, The (1972)"
6,69,3,Forrest Gump (1994)
6,318,4,Schindler's List (1993)
6,7,2,Twelve Monkeys (1995)
6,56,4,Pulp Fiction (1994)
6,89,4,Blade Runner (1982)
6,153,4,"Fish Called Wanda, A (1988)"
6,507,4,"Streetcar Named Desire, A (1951)"
6,367,2,Clueless (1995)
6,468,3,Rudy (1993)
6,520,4,"Great Escape, The (1963)"
6,501,5,Dumbo (1941)
6,189,3,"Grand Day Out, A (1992)"
6,64,4,"Shawshank Redemption, The (1994)"
6,357,4,One Flew Over the Cuckoo's Nest (1975)
6,484,5,"Maltese Falcon, The (1941)"
6,508,3,"People vs. Larry Flynt, The (1996)"
6,303,3,Ulee's Gold (1997)
6,204,3,Back to the Future (1985)
6,321,3,Mother (1996)
6,191,4,Amadeus (1984)
6,183,4,Alien (1979)
6,134,5,Citizen Kane (1941)
6,410,4,Kingpin (1996)
6,197,5,"Graduate, The (1967)"
6,199,4,"Bridge on the River Kwai, The (1957)"
6,169,4,"Wrong Trousers, The (1993)"
6,425,3,Bob Roberts (1992)
6,175,4,Brazil (1985)
6,286,2,"English Patient, The (1996)"
6,522,5,Down by Law (1986)
6,12,4,"Usual Suspects, The (1995)"
6,462,5,Like Water For Chocolate (Como agua para chocolate) (1992)
6,186,4,"Blues Brothers, The (1980)"
6,71,4,"Lion King, The (1994)"
6,188,3,Full Metal Jacket (1987)
6,173,5,"Princess Bride, The (1987)"
6,460,2,"Crossing Guard, The (1995)"
6,505,4,Dial M for Murder (1954)
6,238,5,Raising Arizona (1987)
6,531,4,Shine (1996)
6,47,3,Ed Wood (1994)
6,259,1,George of the Jungle (1997)
6,211,5,M*A*S*H (1970)
6,156,3,Reservoir Dogs (1992)
6,475,5,Trainspotting (1996)
