Treansaction ID,Date,TransactionPrice
11654,01/01/2018,$16.11 
12859,01/01/2018,$16.11 
14861,01/01/2018,$16.11 
16028,01/01/2018,$16.11 
738,01/01/2018,$16.11 
3711,01/01/2018,$16.11 
4874,01/01/2018,$16.11 
5410,01/01/2018,$16.11 
6618,01/01/2018,$16.11 
7811,01/01/2018,$16.11 
8427,01/01/2018,$16.11 
9175,01/01/2018,$16.11 
9708,01/01/2018,$16.11 
11745,01/01/2018,$16.11 
13044,01/01/2018,$16.11 
13496,01/01/2018,$16.11 
13582,01/01/2018,$16.11 
14378,01/01/2018,$16.11 
14980,01/01/2018,$16.11 
15605,01/01/2018,$16.11 
14056,01/01/2018,$16.11 
6136,01/01/2018,$16.11 
1927,01/01/2018,$16.38 
3576,01/01/2018,$16.38 
9750,01/01/2018,$16.38 
11874,01/01/2018,$16.38 
3413,01/01/2018,$16.38 
3204,01/01/2018,$16.45 
4390,01/01/2018,$16.45 
1233,01/01/2018,$16.52 
15435,01/01/2018,$16.73 
2998,01/01/2018,$17.39 
13564,01/01/2018,$17.39 
2543,01/01/2018,$17.50 
645,01/01/2018,$17.50 
4795,01/01/2018,$17.50 
13449,01/01/2018,$17.50 
4488,01/01/2018,$17.50 
1596,01/01/2018,$17.51 
1541,01/01/2018,$17.51 
14676,01/01/2018,$17.51 
731,01/01/2018,$17.62 
12210,01/01/2018,$17.62 
12170,01/01/2018,$17.75 
7053,01/01/2018,$17.76 
6277,01/01/2018,$17.76 
17719,01/01/2018,$17.76 
14333,01/01/2018,$17.89 
3581,01/01/2018,$17.89 
15673,01/01/2018,$18.32 
7798,01/01/2018,$18.32 
9678,01/01/2018,$18.32 
9248,01/01/2018,$18.32 
62,01/01/2018,$18.81 
5426,01/01/2018,$18.81 
1964,01/01/2018,$18.81 
14305,01/01/2018,$18.97 
2171,01/01/2018,$19.23 
2618,01/01/2018,$19.26 
2765,01/01/2018,$19.26 
4628,01/01/2018,$19.26 
10181,01/01/2018,$19.26 
11165,01/01/2018,$19.26 
11573,01/01/2018,$19.26 
14099,01/01/2018,$19.26 
4914,01/01/2018,$22.95 
2415,01/01/2018,$22.95 
8885,01/01/2018,$27.50 
17877,01/01/2018,$27.67 
7785,01/01/2018,$36.22 
309,01/01/2018,$45.08 
4719,01/01/2018,$45.08 
8601,01/01/2018,$45.08 
9445,01/01/2018,$45.08 
10446,01/01/2018,$45.08 
12913,01/01/2018,$45.08 
16116,01/01/2018,$45.08 
17044,01/01/2018,$45.08 
9583,01/01/2018,$61.61 
10622,01/01/2018,$61.61 
16883,01/01/2018,$61.61 
1568,02/01/2018, $ 
7534,02/01/2018, $ 
8691,02/01/2018, $ 
10843,02/01/2018, $ 
13988,02/01/2018, $ 
14497,02/01/2018, $ 
16940,02/01/2018,$5.53 
2118,02/01/2018,$6.78 
13939,02/01/2018,$6.89 
3088,02/01/2018,$7.54 
4050,02/01/2018,$7.54 
4127,02/01/2018,$7.54 
4273,02/01/2018,$7.54 
5217,02/01/2018,$7.54 
7689,02/01/2018,$7.54 
9148,02/01/2018,$7.54 
11379,02/01/2018,$7.54 
11660,02/01/2018,$7.54 
14482,02/01/2018,$7.54 
15868,02/01/2018,$7.54 
4472,02/01/2018,$8.19 
974,02/01/2018,$10.89 
3795,02/01/2018,$11.92 
125,02/01/2018,$11.92 
4489,02/01/2018,$11.92 
10735,02/01/2018,$11.92 
13852,02/01/2018,$11.92 
4803,02/01/2018,$11.92 
9470,02/01/2018,$11.92 
271,02/01/2018,$11.96 
627,02/01/2018,$12.38 
11645,02/01/2018,$12.38 
12771,02/01/2018,$12.65 
11605,02/01/2018,$12.94 
1079,02/01/2018,$12.95 
15783,02/01/2018,$13.51 
1989,02/01/2018,$13.51 
13848,02/01/2018,$13.51 
50,02/01/2018,$13.66 
3599,02/01/2018,$13.66 
9805,02/01/2018,$13.66 
12327,02/01/2018,$13.66 
7779,02/01/2018,$14.08 
17724,02/01/2018,$14.08 
427,02/01/2018,$14.08 
8093,02/01/2018,$14.08 
2712,02/01/2018,$14.08 
3968,02/01/2018,$14.08 
4397,02/01/2018,$14.08 
11205,02/01/2018,$14.08 
2255,02/01/2018,$14.08 
1164,02/01/2018,$14.08 
955,02/01/2018,$14.08 
10403,02/01/2018,$14.08 
17082,02/01/2018,$14.08 
10957,02/01/2018,$14.13 
17711,02/01/2018,$14.29 
15288,02/01/2018,$14.29 
10318,02/01/2018,$14.29 
18030,02/01/2018,$14.29 
10613,02/01/2018,$14.29 
10030,02/01/2018,$14.29 
17730,02/01/2018,$14.29 
5022,02/01/2018,$14.31 
456,02/01/2018,$14.31 
7552,02/01/2018,$14.31 
11135,02/01/2018,$14.31 
11764,02/01/2018,$14.31 
325,02/01/2018,$14.31 
529,02/01/2018,$14.31 
770,02/01/2018,$14.31 
3738,02/01/2018,$14.31 
8830,02/01/2018,$14.31 
15350,02/01/2018,$14.31 
178,02/01/2018,$14.52 
3173,02/01/2018,$14.52 
4459,02/01/2018,$14.52 
447,02/01/2018,$14.52 
798,02/01/2018,$14.52 
1044,02/01/2018,$14.52 
3638,02/01/2018,$14.52 
4173,02/01/2018,$14.52 
7613,02/01/2018,$14.52 
9461,02/01/2018,$14.52 
9978,02/01/2018,$14.52 
12948,02/01/2018,$14.52 
13134,02/01/2018,$14.52 
13252,02/01/2018,$14.52 
13469,02/01/2018,$14.52 
13689,02/01/2018,$14.52 
14354,02/01/2018,$14.52 
15780,02/01/2018,$14.52 
15830,02/01/2018,$14.52 
16463,02/01/2018,$14.52 
619,02/01/2018,$14.52 
1189,02/01/2018,$14.52 
1631,02/01/2018,$14.52 
1934,02/01/2018,$14.52 
2128,02/01/2018,$14.52 
2785,02/01/2018,$14.52 
3406,02/01/2018,$14.52 
6001,02/01/2018,$14.52 
7315,02/01/2018,$14.52 
12077,02/01/2018,$14.52 
12897,02/01/2018,$14.52 
14054,02/01/2018,$14.52 
16153,02/01/2018,$14.52 
16315,02/01/2018,$14.52 
16974,02/01/2018,$14.52 
15365,02/01/2018,$14.52 
11469,02/01/2018,$14.52 
1467,02/01/2018,$15.08 
6952,02/01/2018,$15.08 
15716,02/01/2018,$15.08 
2977,02/01/2018,$15.08 
3951,02/01/2018,$15.08 
4675,02/01/2018,$15.08 
5740,02/01/2018,$15.08 
8114,02/01/2018,$15.08 
8309,02/01/2018,$15.08 
8485,02/01/2018,$15.08 
9425,02/01/2018,$15.08 
10044,02/01/2018,$15.08 
14556,02/01/2018,$15.08 
14786,02/01/2018,$15.08 
14800,02/01/2018,$15.08 
2175,02/01/2018,$15.08 
2928,02/01/2018,$15.08 
6172,02/01/2018,$15.08 
8971,02/01/2018,$15.08 
13005,02/01/2018,$15.08 
14624,02/01/2018,$15.16 
5861,02/01/2018,$15.16 
558,02/01/2018,$15.31 
572,02/01/2018,$15.31 
2093,02/01/2018,$15.31 
8109,02/01/2018,$15.31 
9607,02/01/2018,$15.31 
12563,02/01/2018,$15.31 
17429,02/01/2018,$15.31 
17450,02/01/2018,$15.31 
10152,02/01/2018,$15.31 
820,02/01/2018,$15.46 
2987,02/01/2018,$15.57 
5429,02/01/2018,$15.76 
1902,02/01/2018,$15.76 
13552,02/01/2018,$15.84 
602,02/01/2018,$15.84 
7923,02/01/2018,$16.05 
4266,02/01/2018,$16.11 
15577,02/01/2018,$16.11 
1549,02/01/2018,$16.11 
6216,02/01/2018,$16.11 
1373,02/01/2018,$16.11 
2558,02/01/2018,$16.11 
2782,02/01/2018,$16.11 
3544,02/01/2018,$16.11 
5243,02/01/2018,$16.11 
6926,02/01/2018,$16.11 
7856,02/01/2018,$16.11 
8893,02/01/2018,$16.11 
1357,02/01/2018,$16.11 
2281,02/01/2018,$16.11 
2963,02/01/2018,$16.11 
3224,02/01/2018,$16.11 
3225,02/01/2018,$16.11 
3984,02/01/2018,$16.11 
4769,02/01/2018,$16.11 
5013,02/01/2018,$16.11 
6059,02/01/2018,$16.11 
6239,02/01/2018,$16.11 
6581,02/01/2018,$16.11 
6632,02/01/2018,$16.11 
6902,02/01/2018,$16.11 
7104,02/01/2018,$16.11 
10084,02/01/2018,$16.11 
12932,02/01/2018,$16.11 
12940,02/01/2018,$16.11 
13468,02/01/2018,$16.11 
14748,02/01/2018,$16.11 
15418,02/01/2018,$16.11 
16690,02/01/2018,$16.11 
1854,02/01/2018,$16.11 
3706,02/01/2018,$16.11 
14279,02/01/2018,$16.11 
14955,02/01/2018,$16.11 
4434,02/01/2018,$16.38 
1650,02/01/2018,$16.45 
6633,02/01/2018,$16.45 
3503,02/01/2018,$16.45 
5502,02/01/2018,$16.45 
5943,02/01/2018,$16.45 
11561,02/01/2018,$16.45 
13370,02/01/2018,$16.52 
15358,02/01/2018,$16.73 
3119,02/01/2018,$17.00 
12803,02/01/2018,$17.00 
13374,02/01/2018,$17.16 
9557,02/01/2018,$17.16 
13375,02/01/2018,$17.16 
5880,02/01/2018,$17.16 
11712,02/01/2018,$17.39 
535,02/01/2018,$17.39 
4349,02/01/2018,$17.39 
15761,02/01/2018,$17.39 
9919,02/01/2018,$17.50 
9215,02/01/2018,$17.50 
9457,02/01/2018,$17.50 
2283,02/01/2018,$17.51 
4669,02/01/2018,$17.51 
4847,02/01/2018,$17.51 
13333,02/01/2018,$17.51 
15937,02/01/2018,$17.51 
139,02/01/2018,$17.51 
7902,02/01/2018,$17.75 
5759,02/01/2018,$17.89 
8471,02/01/2018,$17.89 
2194,02/01/2018,$18.30 
3191,02/01/2018,$18.32 
5230,02/01/2018,$18.32 
7600,02/01/2018,$18.32 
8363,02/01/2018,$18.32 
9377,02/01/2018,$18.32 
5272,02/01/2018,$19.23 
12478,02/01/2018,$19.23 
9935,02/01/2018,$19.26 
13785,02/01/2018,$19.26 
316,02/01/2018,$19.26 
712,02/01/2018,$19.26 
1544,02/01/2018,$19.26 
1888,02/01/2018,$19.26 
4879,02/01/2018,$19.26 
5879,02/01/2018,$19.26 
7916,02/01/2018,$19.26 
8330,02/01/2018,$19.26 
8418,02/01/2018,$19.26 
11909,02/01/2018,$19.26 
12424,02/01/2018,$19.26 
13342,02/01/2018,$19.26 
13643,02/01/2018,$19.26 
13858,02/01/2018,$19.26 
14978,02/01/2018,$19.26 
16834,02/01/2018,$19.26 
14795,02/01/2018,$19.26 
11456,02/01/2018,$19.26 
3672,02/01/2018,$21.98 
17536,02/01/2018,$27.67 
10316,02/01/2018,$27.67 
17884,02/01/2018,$29.15 
2545,02/01/2018,$45.08 
3250,02/01/2018,$45.08 
5779,02/01/2018,$45.08 
5961,02/01/2018,$45.08 
8906,02/01/2018,$45.08 
12171,02/01/2018,$45.08 
14853,02/01/2018,$45.08 
17812,02/01/2018,$100.17 
9008,03/01/2018, $ 
14418,03/01/2018, $ 
16323,03/01/2018, $ 
11423,03/01/2018,$2.51 
14414,03/01/2018,$2.51 
13779,03/01/2018,$3.02 
12533,03/01/2018,$6.53 
13028,03/01/2018,$6.53 
2186,03/01/2018,$7.54 
2678,03/01/2018,$7.54 
5593,03/01/2018,$7.54 
7433,03/01/2018,$7.54 
10994,03/01/2018,$7.54 
11719,03/01/2018,$7.54 
14394,03/01/2018,$7.54 
14596,03/01/2018,$7.54 
15477,03/01/2018,$8.46 
12315,03/01/2018,$10.38 
1539,03/01/2018,$11.31 
10577,03/01/2018,$11.49 
15371,03/01/2018,$11.49 
13540,03/01/2018,$11.49 
6941,03/01/2018,$11.92 
8107,03/01/2018,$11.96 
2513,03/01/2018,$11.99 
3431,03/01/2018,$11.99 
4292,03/01/2018,$11.99 
7967,03/01/2018,$11.99 
5194,03/01/2018,$11.99 
14388,03/01/2018,$12.29 
6037,03/01/2018,$12.38 
351,03/01/2018,$12.38 
554,03/01/2018,$12.38 
2790,03/01/2018,$12.38 
9109,03/01/2018,$12.50 
12686,03/01/2018,$12.50 
17115,03/01/2018,$12.50 
7550,03/01/2018,$12.50 
821,03/01/2018,$12.95 
7256,03/01/2018,$13.51 
9448,03/01/2018,$13.51 
17287,03/01/2018,$13.51 
17544,03/01/2018,$13.66 
14042,03/01/2018,$13.66 
17060,03/01/2018,$13.66 
17086,03/01/2018,$13.66 
17234,03/01/2018,$13.66 
11923,03/01/2018,$14.06 
14301,03/01/2018,$14.06 
8035,03/01/2018,$14.08 
10267,03/01/2018,$14.08 
6113,03/01/2018,$14.08 
7071,03/01/2018,$14.08 
13513,03/01/2018,$14.19 
5881,03/01/2018,$14.19 
10711,03/01/2018,$14.29 
8877,03/01/2018,$14.29 
10905,03/01/2018,$14.29 
17105,03/01/2018,$14.29 
9363,03/01/2018,$14.29 
9385,03/01/2018,$14.29 
2131,03/01/2018,$14.31 
8158,03/01/2018,$14.31 
4428,03/01/2018,$14.31 
6100,03/01/2018,$14.31 
13524,03/01/2018,$14.31 
14966,03/01/2018,$14.31 
17058,03/01/2018,$14.31 
3057,03/01/2018,$14.31 
13445,03/01/2018,$14.31 
16367,03/01/2018,$14.31 
1047,03/01/2018,$14.52 
16254,03/01/2018,$14.52 
2144,03/01/2018,$14.52 
3709,03/01/2018,$14.52 
4014,03/01/2018,$14.52 
7069,03/01/2018,$14.52 
7744,03/01/2018,$14.52 
8273,03/01/2018,$14.52 
9436,03/01/2018,$14.52 
11450,03/01/2018,$14.52 
13147,03/01/2018,$14.52 
13246,03/01/2018,$14.52 
13892,03/01/2018,$14.52 
14258,03/01/2018,$14.52 
16967,03/01/2018,$14.52 
17252,03/01/2018,$14.52 
227,03/01/2018,$14.52 
3932,03/01/2018,$14.52 
13418,03/01/2018,$14.52 
2254,03/01/2018,$14.58 
2901,03/01/2018,$14.58 
4928,03/01/2018,$14.58 
7306,03/01/2018,$14.58 
7839,03/01/2018,$14.58 
10480,03/01/2018,$14.58 
12019,03/01/2018,$14.58 
13290,03/01/2018,$14.58 
14779,03/01/2018,$14.58 
196,03/01/2018,$14.58 
702,03/01/2018,$14.58 
1687,03/01/2018,$14.58 
2936,03/01/2018,$14.58 
4234,03/01/2018,$14.58 
5788,03/01/2018,$14.58 
5791,03/01/2018,$14.58 
6135,03/01/2018,$14.58 
11204,03/01/2018,$14.58 
13051,03/01/2018,$14.58 
16546,03/01/2018,$14.58 
2071,03/01/2018,$14.58 
4271,03/01/2018,$14.58 
6620,03/01/2018,$14.58 
12698,03/01/2018,$14.58 
17266,03/01/2018,$14.58 
349,03/01/2018,$14.58 
372,03/01/2018,$14.58 
2457,03/01/2018,$14.58 
3918,03/01/2018,$14.58 
5054,03/01/2018,$14.58 
6140,03/01/2018,$14.58 
11323,03/01/2018,$14.58 
11847,03/01/2018,$14.58 
12040,03/01/2018,$14.58 
13553,03/01/2018,$14.58 
13896,03/01/2018,$14.58 
15355,03/01/2018,$14.58 
15698,03/01/2018,$14.58 
16504,03/01/2018,$14.58 
17305,03/01/2018,$14.58 
276,03/01/2018,$14.58 
1842,03/01/2018,$14.58 
2642,03/01/2018,$14.58 
2643,03/01/2018,$14.58 
4067,03/01/2018,$14.58 
7025,03/01/2018,$14.58 
9991,03/01/2018,$14.58 
11429,03/01/2018,$14.58 
12510,03/01/2018,$14.58 
13869,03/01/2018,$14.58 
15632,03/01/2018,$14.58 
16241,03/01/2018,$14.58 
2791,03/01/2018,$14.58 
5590,03/01/2018,$14.58 
13594,03/01/2018,$14.58 
1201,03/01/2018,$14.58 
2187,03/01/2018,$14.58 
12156,03/01/2018,$14.62 
3885,03/01/2018,$14.89 
4168,03/01/2018,$14.89 
1828,03/01/2018,$14.89 
3734,03/01/2018,$15.08 
7158,03/01/2018,$15.08 
7794,03/01/2018,$15.08 
15618,03/01/2018,$15.08 
16138,03/01/2018,$15.08 
713,03/01/2018,$15.08 
1656,03/01/2018,$15.08 
2683,03/01/2018,$15.08 
5468,03/01/2018,$15.08 
7592,03/01/2018,$15.08 
9712,03/01/2018,$15.08 
16182,03/01/2018,$15.08 
8125,03/01/2018,$15.08 
16053,03/01/2018,$15.16 
363,03/01/2018,$15.16 
1712,03/01/2018,$15.16 
6229,03/01/2018,$15.16 
12667,03/01/2018,$15.16 
8166,03/01/2018,$15.16 
407,03/01/2018,$15.28 
12452,03/01/2018,$15.28 
4706,03/01/2018,$15.28 
7093,03/01/2018,$15.28 
11163,03/01/2018,$15.28 
12690,03/01/2018,$15.28 
3732,03/01/2018,$15.28 
16117,03/01/2018,$15.28 
1751,03/01/2018,$15.28 
9388,03/01/2018,$15.31 
12038,03/01/2018,$15.31 
8616,03/01/2018,$15.32 
15619,03/01/2018,$15.45 
14251,03/01/2018,$15.76 
14296,03/01/2018,$15.76 
12630,03/01/2018,$16.11 
10733,03/01/2018,$16.11 
13395,03/01/2018,$16.11 
545,03/01/2018,$16.11 
872,03/01/2018,$16.11 
1709,03/01/2018,$16.11 
2986,03/01/2018,$16.11 
3003,03/01/2018,$16.11 
3027,03/01/2018,$16.11 
3511,03/01/2018,$16.11 
5134,03/01/2018,$16.11 
5466,03/01/2018,$16.11 
6415,03/01/2018,$16.11 
9325,03/01/2018,$16.11 
9829,03/01/2018,$16.11 
11119,03/01/2018,$16.11 
11448,03/01/2018,$16.11 
13014,03/01/2018,$16.11 
14464,03/01/2018,$16.11 
15765,03/01/2018,$16.11 
16611,03/01/2018,$16.11 
709,03/01/2018,$16.11 
736,03/01/2018,$16.11 
1552,03/01/2018,$16.11 
2677,03/01/2018,$16.11 
3012,03/01/2018,$16.11 
3404,03/01/2018,$16.11 
3546,03/01/2018,$16.11 
3863,03/01/2018,$16.11 
3892,03/01/2018,$16.11 
4682,03/01/2018,$16.11 
4968,03/01/2018,$16.11 
5139,03/01/2018,$16.11 
5190,03/01/2018,$16.11 
5209,03/01/2018,$16.11 
5305,03/01/2018,$16.11 
6814,03/01/2018,$16.11 
7048,03/01/2018,$16.11 
7364,03/01/2018,$16.11 
7890,03/01/2018,$16.11 
9308,03/01/2018,$16.11 
11387,03/01/2018,$16.11 
11515,03/01/2018,$16.11 
12318,03/01/2018,$16.11 
12405,03/01/2018,$16.11 
12705,03/01/2018,$16.11 
13242,03/01/2018,$16.11 
13534,03/01/2018,$16.11 
13639,03/01/2018,$16.11 
13874,03/01/2018,$16.11 
14439,03/01/2018,$16.11 
15590,03/01/2018,$16.11 
15948,03/01/2018,$16.11 
1134,03/01/2018,$16.11 
13917,03/01/2018,$16.11 
11514,03/01/2018,$16.11 
6274,03/01/2018,$16.45 
12031,03/01/2018,$16.45 
1766,03/01/2018,$16.45 
13362,03/01/2018,$16.45 
13925,03/01/2018,$16.45 
1658,03/01/2018,$16.45 
11388,03/01/2018,$16.52 
17289,03/01/2018,$16.52 
9823,03/01/2018,$16.58 
13234,03/01/2018,$17.00 
3613,03/01/2018,$17.39 
12641,03/01/2018,$17.39 
3871,03/01/2018,$17.75 
11819,03/01/2018,$18.30 
1865,03/01/2018,$18.32 
9052,03/01/2018,$18.32 
1351,03/01/2018,$18.59 
16038,03/01/2018,$19.11 
1526,03/01/2018,$19.26 
6141,03/01/2018,$19.26 
7367,03/01/2018,$19.26 
7650,03/01/2018,$19.26 
8294,03/01/2018,$19.26 
10961,03/01/2018,$19.26 
12974,03/01/2018,$19.26 
16681,03/01/2018,$19.26 
13003,03/01/2018,$19.51 
2138,03/01/2018,$19.51 
6453,03/01/2018,$21.56 
11404,03/01/2018,$21.56 
13631,03/01/2018,$21.57 
16277,03/01/2018,$21.98 
17187,03/01/2018,$28.39 
10715,03/01/2018,$28.39 
17239,03/01/2018,$29.15 
10407,03/01/2018,$31.91 
10141,03/01/2018,$31.91 
17726,03/01/2018,$31.91 
12592,03/01/2018,$31.91 
17628,03/01/2018,$71.37 
8209,03/01/2018,$95.49 
10319,03/01/2018,$95.49 
9581,03/01/2018,$95.49 
16747,03/01/2018,$100.17 
300,04/01/2018, $ 
1798,04/01/2018, $ 
3669,04/01/2018, $ 
4057,04/01/2018, $ 
4142,04/01/2018, $ 
6651,04/01/2018, $ 
11390,04/01/2018, $ 
13719,04/01/2018,$3.02 
16255,04/01/2018,$5.03 
4841,04/01/2018,$5.53 
31,04/01/2018,$7.54 
976,04/01/2018,$7.54 
2528,04/01/2018,$7.54 
6909,04/01/2018,$7.54 
7047,04/01/2018,$7.54 
9762,04/01/2018,$7.54 
11462,04/01/2018,$7.54 
3247,04/01/2018,$7.54 
3366,04/01/2018,$7.54 
16346,04/01/2018,$7.54 
11841,04/01/2018,$7.64 
3634,04/01/2018,$8.46 
7580,04/01/2018,$8.46 
12296,04/01/2018,$8.46 
13600,04/01/2018,$8.46 
487,04/01/2018,$9.17 
14162,04/01/2018,$10.07 
95,04/01/2018,$11.49 
904,04/01/2018,$12.29 
4122,04/01/2018,$12.29 
6817,04/01/2018,$12.50 
2113,04/01/2018,$12.50 
6887,04/01/2018,$12.50 
3067,04/01/2018,$12.50 
13694,04/01/2018,$12.50 
13721,04/01/2018,$12.50 
14572,04/01/2018,$12.50 
16452,04/01/2018,$12.50 
644,04/01/2018,$12.50 
1897,04/01/2018,$12.50 
4730,04/01/2018,$12.50 
6672,04/01/2018,$12.50 
7717,04/01/2018,$12.50 
9142,04/01/2018,$12.50 
2670,04/01/2018,$12.90 
2108,04/01/2018,$12.94 
5504,04/01/2018,$12.94 
12058,04/01/2018,$12.94 
16295,04/01/2018,$12.94 
13985,04/01/2018,$13.66 
8572,04/01/2018,$13.66 
15232,04/01/2018,$14.06 
17453,04/01/2018,$14.29 
17774,04/01/2018,$14.29 
11769,04/01/2018,$14.29 
17456,04/01/2018,$14.29 
16424,04/01/2018,$14.29 
10240,04/01/2018,$14.29 
17633,04/01/2018,$14.29 
17972,04/01/2018,$14.29 
10155,04/01/2018,$14.29 
10258,04/01/2018,$14.29 
8366,04/01/2018,$14.29 
14229,04/01/2018,$14.52 
5218,04/01/2018,$14.52 
5568,04/01/2018,$14.52 
13088,04/01/2018,$14.52 
16055,04/01/2018,$14.52 
304,04/01/2018,$14.52 
5903,04/01/2018,$14.52 
8933,04/01/2018,$14.52 
9429,04/01/2018,$14.52 
11395,04/01/2018,$14.52 
13442,04/01/2018,$14.52 
15832,04/01/2018,$14.52 
7117,04/01/2018,$14.62 
14594,04/01/2018,$14.62 
3830,04/01/2018,$14.62 
11613,04/01/2018,$14.62 
13339,04/01/2018,$14.62 
16033,04/01/2018,$14.62 
410,04/01/2018,$14.62 
10482,04/01/2018,$14.62 
1509,04/01/2018,$14.88 
2941,04/01/2018,$14.88 
12773,04/01/2018,$14.88 
7224,04/01/2018,$15.01 
1811,04/01/2018,$15.01 
3365,04/01/2018,$15.01 
4670,04/01/2018,$15.01 
11211,04/01/2018,$15.01 
12851,04/01/2018,$15.01 
77,04/01/2018,$15.01 
542,04/01/2018,$15.01 
853,04/01/2018,$15.01 
2579,04/01/2018,$15.01 
3691,04/01/2018,$15.01 
4297,04/01/2018,$15.01 
7926,04/01/2018,$15.01 
8136,04/01/2018,$15.01 
10795,04/01/2018,$15.01 
10552,04/01/2018,$15.03 
2753,04/01/2018,$15.08 
16446,04/01/2018,$15.08 
378,04/01/2018,$15.08 
10654,04/01/2018,$15.08 
6353,04/01/2018,$15.08 
8229,04/01/2018,$15.16 
2439,04/01/2018,$15.16 
9744,04/01/2018,$15.16 
14459,04/01/2018,$15.16 
1773,04/01/2018,$15.16 
8476,04/01/2018,$15.16 
8324,04/01/2018,$15.16 
17537,04/01/2018,$15.25 
1302,04/01/2018,$15.43 
3591,04/01/2018,$15.45 
17076,04/01/2018,$15.45 
5967,04/01/2018,$15.57 
13970,04/01/2018,$15.57 
2955,04/01/2018,$16.11 
449,04/01/2018,$16.11 
2485,04/01/2018,$16.11 
3251,04/01/2018,$16.11 
5105,04/01/2018,$16.11 
5200,04/01/2018,$16.11 
6504,04/01/2018,$16.11 
7229,04/01/2018,$16.11 
